,Año,Trim,Prov,Accesx100hog,BandaAncha,BandaAngos,Total,ADSL,Cablemodem,FibraOpt,Wireless,Otros_Tec,MediaMbps,AR1_0.51Mbs,AR2_0.75Mbs,AR3_3.5Mbs,AR4_8Mbs,AR5_15Mbs,AR6_25Mbs,AR7_+30Mbs,Otros_Mbs
174,2020,4,Corrientes,42.43,125656,3,125659,50102.0,61495.0,3146.0,5626.0,5290.0,25,67,527,31900,26321,25687,9383,26789,4985
175,2020,4,Entre Ríos,59.47,247368,13,247381,85683.0,113670.0,15653.0,20206.0,12169.0,24,105,2911,65659,53556,40755,16600,53141,14654
176,2020,4,Formosa,32.49,50206,0,50206,21264.0,10789.0,2432.0,15341.0,380.0,20,56,0,23540,7606,7181,1197,8946,1680
177,2020,4,Jujuy,53.46,105851,0,105851,32850.0,52815.0,15639.0,1077.0,3470.0,25,49,182,23772,14379,44930,446,19282,2811
178,2020,4,La Pampa,81.77,96779,116,96895,9009.0,58945.0,15432.0,12194.0,1315.0,10,298,554,70184,8124,6562,2396,6257,2520
179,2020,4,La Rioja,50.11,52775,3,52778,17513.0,34984.0,1.0,250.0,30.0,13,18,1,36906,6060,4633,181,4979,0
180,2020,4,Mendoza,38.63,214838,615,215453,91842.0,68364.0,36083.0,18331.0,833.0,11,28,40,146312,11172,40396,3378,11557,2570
181,2020,4,Misiones,42.64,147161,0,147161,49462.0,79855.0,6589.0,4359.0,6896.0,25,51,524,39988,26078,26445,14810,32264,7001
182,2020,4,Neuquén,67.0,132762,373,133135,30468.0,70614.0,13732.0,17689.0,632.0,34,116,327,56434,8478,5791,5493,50776,5720
183,2020,4,Río Negro,61.09,140709,501,141210,48991.0,42022.0,17826.0,13994.0,18377.0,22,125,466,70305,4153,13131,3512,29372,20146
184,2020,4,Salta,54.04,187388,2,187390,56659.0,87817.0,30604.0,5858.0,6452.0,25,109,514,41443,68829,15188,8291,46697,6319
185,2020,4,San Juan,36.32,72340,256,72596,40072.0,7004.0,6599.0,10468.0,8453.0,6,25,194,61316,740,5126,332,275,4588
186,2020,4,San Luis,81.68,119287,148,119435,8417.0,11767.0,27.0,63019.0,36205.0,21,58,0,14020,3490,2688,62239,22,36918
187,2020,4,Santa Cruz,37.0,40477,197,40674,12347.0,19657.0,1041.0,4659.0,2970.0,7,47,0,27173,4382,6634,1033,647,758
188,2020,4,Santa Fe,73.58,820676,137,820813,287271.0,414746.0,62692.0,38712.0,17392.0,27,518,891,206372,203793,94246,65145,226246,23602
189,2020,4,Santiago Del Estero,43.75,106668,1,106669,26812.0,70522.0,570.0,5169.0,3596.0,11,123,909,34518,57590,4666,411,4520,3932
190,2020,4,Tierra Del Fuego,76.27,39325,289,39614,12853.0,26439.0,6.0,0.0,316.0,8,17,0,21881,6119,3497,488,922,6690
191,2020,4,Tucumán,54.78,231067,22,231089,149322.0,11150.0,68043.0,1834.0,740.0,36,29,97,44095,54334,32155,4105,93594,2680
192,2020,3,Buenos Aires,67.66,3932211,5066,3937277,653930.0,2384557.0,749087.0,94162.0,55541.0,48,37542,31514,1113823,234710,219772,194248,2085815,19853
193,2020,3,Capital Federal,107.68,1371285,1390,1372675,170375.0,1129573.0,39417.0,3936.0,29374.0,64,264,312,162222,85083,68753,78028,977766,247
194,2020,3,Catamarca,47.16,49903,1,49904,26868.0,3690.0,16857.0,261.0,2228.0,37,63,0,8276,8768,11195,562,18886,2154
195,2020,3,Chaco,41.54,133951,3,133954,45745.0,58825.0,20675.0,6706.0,2003.0,31,308,112,24675,21639,27546,13751,38729,7194
196,2020,3,Chubut,68.34,129202,825,130027,45761.0,39386.0,2897.0,23216.0,18767.0,7,158,109,87559,22114,12217,2818,1110,3942
197,2020,3,Córdoba,75.22,867417,55,867472,276360.0,430771.0,102217.0,48368.0,9756.0,34,168,3064,218599,124833,84236,63823,361021,11728
198,2020,3,Corrientes,41.75,123388,3,123391,50858.0,58681.0,2960.0,5513.0,5379.0,24,72,527,35190,23315,25308,8615,25344,5020
199,2020,3,Entre Ríos,58.19,241482,13,241495,87892.0,106950.0,13954.0,20379.0,12320.0,22,130,2911,66648,51478,40797,14377,49395,15759
200,2020,3,Formosa,31.91,49209,0,49209,21790.0,10003.0,2000.0,15023.0,393.0,18,391,151,23163,7432,7125,991,8219,1737
201,2020,3,Jujuy,54.04,106728,0,106728,32611.0,57682.0,11112.0,952.0,4371.0,22,55,182,32131,10566,45198,293,15238,3065
202,2020,3,La Pampa,79.26,93619,116,93735,9015.0,56845.0,14677.0,11893.0,1305.0,11,293,810,66695,7820,5577,2189,6322,4029
203,2020,3,La Rioja,50.12,52613,3,52616,17346.0,34984.0,1.0,250.0,35.0,12,21,1,37105,5955,4660,124,4748,2
204,2020,3,Mendoza,37.35,207173,615,207788,91908.0,64672.0,32817.0,17523.0,868.0,10,58,40,141404,12123,42433,3448,8237,45
205,2020,3,Misiones,41.6,143186,0,143186,50195.0,77989.0,2572.0,3445.0,8985.0,24,71,524,39005,24215,25942,13663,30987,8779
206,2020,3,Neuquén,65.24,128862,373,129235,30222.0,70446.0,11043.0,16787.0,737.0,31,218,327,60463,6561,5975,5449,49439,803
207,2020,3,Río Negro,57.05,130966,501,131467,49530.0,40001.0,10381.0,13187.0,18368.0,21,114,466,68986,3769,7096,3455,28488,19093
208,2020,3,Salta,52.32,180844,2,180846,58216.0,84128.0,25445.0,5764.0,7293.0,25,129,514,32780,64736,15990,7928,43773,14996
209,2020,3,San Juan,38.79,77071,256,77327,40092.0,9223.0,5509.0,14023.0,8480.0,6,48,194,65526,711,6529,41,128,4150
210,2020,3,San Luis,79.96,116417,148,116565,8401.0,10077.0,6.0,61828.0,36253.0,21,105,0,12199,3351,2666,61319,8,36917
211,2020,3,Santa Cruz,35.95,39084,197,39281,12845.0,16098.0,1027.0,6938.0,2373.0,7,66,0,26888,4015,6730,629,120,833
212,2020,3,Santa Fe,72.12,802861,137,802998,295051.0,405807.0,45721.0,37112.0,19307.0,26,568,1241,213353,199381,92095,58797,210562,27001
213,2020,3,Santiago Del Estero,43.38,105491,1,105492,26419.0,70720.0,555.0,4185.0,3613.0,11,133,909,33287,57418,4658,292,3994,4801
214,2020,3,Tierra Del Fuego,76.81,39366,289,39655,12854.0,26491.0,0.0,0.0,310.0,9,11,0,22094,5414,3726,481,937,6992
215,2020,3,Tucumán,53.23,223854,22,223876,149605.0,11752.0,59949.0,1808.0,762.0,35,52,97,45913,54610,33126,3246,84195,2637
216,2020,2,Buenos Aires,65.22,3772480,5066,3777546,661272.0,2244277.0,723072.0,91736.0,57189.0,46,37542,31606,1129236,241336,233132,188995,1894466,21233
217,2020,2,Capital Federal,106.41,1356431,1390,1357821,178896.0,1106133.0,39482.0,3937.0,29373.0,60,264,312,166474,94585,79858,80160,935481,687
218,2020,2,Catamarca,45.43,47975,1,47976,26968.0,3641.0,14878.0,261.0,2228.0,35,63,0,8801,8690,10242,426,16578,3176
219,2020,2,Chaco,39.83,128129,3,128132,46816.0,56017.0,17266.0,6452.0,1581.0,28,308,928,24350,21140,29044,12082,33311,6969
220,2020,2,Chubut,57.34,107831,825,108656,45761.0,38279.0,1324.0,17678.0,5614.0,8,158,109,69578,22188,10537,1473,614,3999
221,2020,2,Córdoba,72.71,836413,55,836468,282858.0,415007.0,85818.0,44522.0,8263.0,31,168,4383,219025,125932,89530,63216,325243,8971
222,2020,2,Corrientes,40.3,118863,3,118866,51248.0,55536.0,3144.0,3927.0,5011.0,22,72,527,34242,22845,25844,7898,22418,5020
223,2020,2,Entre Ríos,56.54,234100,13,234113,89391.0,99423.0,13954.0,20042.0,11303.0,20,130,3679,66758,50640,42090,12856,43391,14569
224,2020,2,Formosa,31.14,47932,0,47932,21805.0,9353.0,1882.0,14723.0,169.0,17,391,151,23534,7109,6998,961,7475,1313
225,2020,2,Jujuy,47.89,94316,0,94316,32705.0,38938.0,5057.0,952.0,16664.0,16,55,182,30548,10519,26829,209,9417,16557
226,2020,2,La Pampa,76.1,89693,116,89809,8551.0,54422.0,14232.0,11314.0,1290.0,8,293,810,71218,7531,3800,1657,3377,1123
227,2020,2,La Rioja,49.84,52152,3,52155,16885.0,34984.0,1.0,250.0,35.0,12,21,1,37375,5661,4686,73,4336,2
228,2020,2,Mendoza,36.25,200569,615,201184,91904.0,62941.0,29613.0,15924.0,802.0,9,58,40,142253,12439,35274,3248,5422,2450
229,2020,2,Misiones,40.89,140340,0,140340,50792.0,74497.0,2579.0,3319.0,9153.0,23,71,524,39867,23719,26445,12305,28763,8646
230,2020,2,Neuquén,63.9,125799,373,126172,30256.0,67990.0,11037.0,15755.0,1134.0,29,218,327,61171,6103,6625,5296,46432,0
231,2020,2,Río Negro,56.37,128985,501,129486,49756.0,39650.0,10382.0,11331.0,18367.0,20,114,466,70817,3335,7498,3246,26953,17057
232,2020,2,Salta,51.58,177760,2,177762,59502.0,81740.0,24289.0,5123.0,7108.0,23,129,514,41801,64463,16989,7741,39594,6531
233,2020,2,San Juan,35.09,69521,256,69777,40092.0,8275.0,5509.0,7019.0,8882.0,6,48,194,59113,917,4908,40,127,4430
234,2020,2,San Luis,78.41,113804,148,113952,8401.0,8357.0,6.0,60935.0,36253.0,21,105,0,11439,3585,1934,60889,8,35992
235,2020,2,Santa Cruz,35.79,38672,197,38869,12845.0,16044.0,1027.0,6585.0,2368.0,7,66,0,26938,4166,6541,546,119,493
236,2020,2,Santa Fe,70.0,777795,137,777932,299974.0,381679.0,46698.0,30487.0,19094.0,24,568,2061,213054,198772,96575,57236,189473,20193
237,2020,2,Santiago Del Estero,43.47,105446,1,105447,25917.0,72074.0,355.0,3038.0,4063.0,10,133,1779,32557,57709,5178,247,3328,4516
238,2020,2,Tierra Del Fuego,76.37,38900,289,39189,12854.0,26025.0,0.0,0.0,310.0,8,11,0,22325,5186,3034,391,796,7446
239,2020,2,Tucumán,51.78,217134,22,217156,150084.0,9833.0,55120.0,1357.0,762.0,33,52,97,49028,54537,34184,2246,74377,2635
240,2020,1,Buenos Aires,64.33,3702985,5066,3708051,673237.0,2210349.0,720688.0,85443.0,18334.0,45,38215,36802,1122034,236421,247977,205780,1802583,28935
241,2020,1,Capital Federal,105.98,1352104,1390,1353494,184494.0,1097635.0,38898.0,3911.0,28556.0,59,264,312,169651,102254,89665,85899,906009,0
242,2020,1,Catamarca,37.62,39634,1,39635,21945.0,3146.0,12056.0,261.0,2227.0,29,63,0,8838,7543,9558,408,10299,2151
243,2020,1,Chaco,37.48,120274,3,120277,46356.0,54144.0,11958.0,6239.0,1580.0,26,308,928,23291,19976,29851,10416,28539,6917
244,2020,1,Chubut,51.27,95938,800,96738,45763.0,27287.0,1324.0,16885.0,5479.0,7,158,109,69586,12957,7756,1240,614,4500
245,2020,1,Córdoba,70.69,811044,55,811099,286168.0,406109.0,68512.0,41617.0,8693.0,29,142,5128,217229,120188,95827,65733,296875,9802
246,2020,1,Corrientes,38.73,113967,3,113970,51126.0,53231.0,2172.0,2437.0,5004.0,21,72,527,33479,21382,26679,7351,19467,4780
247,2020,1,Entre Ríos,56.12,231833,13,231846,90368.0,95434.0,13245.0,18737.0,14062.0,19,130,4081,72280,47132,41125,11988,39794,13762
248,2020,1,Formosa,30.23,46434,0,46434,21068.0,8887.0,1800.0,14510.0,169.0,16,1127,342,23761,6500,6564,964,6918,100
249,2020,1,Jujuy,46.67,91665,0,91665,32066.0,38938.0,3078.0,942.0,16641.0,14,55,182,33120,9979,26693,166,7349,16545
250,2020,1,La Pampa,75.77,89110,116,89226,8553.0,53755.0,13821.0,11295.0,1802.0,7,293,811,72740,7199,3029,1342,2113,1618
251,2020,1,La Rioja,46.35,48337,3,48340,13076.0,34984.0,0.0,251.0,29.0,8,21,1,37209,5158,4640,22,1294,0
252,2020,1,Mendoza,33.14,182837,615,183452,91955.0,50251.0,28059.0,12465.0,722.0,8,58,40,140410,12285,17489,2860,3818,0
253,2020,1,Misiones,39.02,133552,0,133552,51458.0,69452.0,1220.0,460.0,10962.0,22,71,524,36622,21271,26433,11581,26313,10885
254,2020,1,Neuquén,61.85,121354,373,121727,29305.0,65951.0,11031.0,14711.0,729.0,28,218,327,60152,5257,7123,5399,43738,0
255,2020,1,Río Negro,55.12,125699,501,126200,47756.0,38479.0,10381.0,11222.0,18362.0,19,114,466,69154,2930,7857,3199,25488,17719
256,2020,1,Salta,49.6,170379,2,170381,60426.0,75593.0,23025.0,4125.0,7212.0,21,129,514,38537,63714,17991,8625,34744,6441
257,2020,1,San Juan,32.39,63975,256,64231,40092.0,6448.0,5508.0,7082.0,5101.0,6,48,194,59787,1594,1292,40,127,4779
258,2020,1,San Luis,76.31,110404,148,110552,8301.0,7612.0,5.0,58301.0,36333.0,21,105,0,11322,4164,525,58258,5,36075
259,2020,1,Santa Cruz,35.97,38625,197,38822,12845.0,15766.0,1026.0,6817.0,2368.0,6,67,11,27447,4993,5169,529,119,0
260,2020,1,Santa Fe,69.52,770981,137,771118,302366.0,383673.0,35123.0,30488.0,19468.0,22,696,2994,217553,196826,104560,48448,173823,17656
261,2020,1,Santiago Del Estero,42.47,102754,1,102755,24695.0,70424.0,200.0,2779.0,4657.0,10,133,1779,33086,56884,3737,135,2799,4501
262,2020,1,Tierra Del Fuego,76.07,38505,289,38794,12854.0,25632.0,0.0,0.0,308.0,7,11,1,22976,5024,1834,196,518,7046
263,2020,1,Tucumán,47.85,200045,22,200067,143184.0,10494.0,44687.0,1355.0,347.0,32,52,97,49555,50383,31096,1730,67536,0
264,2019,4,Buenos Aires,64.25,3681120,5134,3686254,720011.0,2191672.0,669194.0,87111.0,18266.0,31,33489,27537,1177446,262297,247106,452570,1465133,20676
265,2019,4,Capital Federal,106.25,1356695,1410,1358105,196938.0,1093143.0,35534.0,3914.0,28576.0,44,307,15,177098,110218,110852,205810,753805,0
266,2019,4,Catamarca,36.44,38310,1,38311,22999.0,3318.0,9506.0,261.0,2227.0,25,63,0,9945,7619,9305,804,7477,3098
267,2019,4,Chaco,36.84,117900,3,117903,48661.0,53602.0,8831.0,5229.0,1580.0,23,83,0,25899,18959,30902,13516,21556,6988
268,2019,4,Chubut,51.15,95292,810,96102,47045.0,26977.0,1324.0,15267.0,5489.0,7,158,4,69405,12945,7615,1240,614,4121
269,2019,4,Córdoba,70.48,806633,55,806688,296872.0,410038.0,53335.0,37750.0,8693.0,26,142,0,232781,118232,109330,114111,221742,10350
270,2019,4,Corrientes,38.77,113831,3,113834,52525.0,51845.0,2002.0,2458.0,5004.0,19,72,0,35055,20620,27367,9981,15744,4995
271,2019,4,Entre Ríos,57.99,239017,13,239030,92981.0,99206.0,12875.0,18561.0,15407.0,17,47,0,88203,44511,42962,18976,30153,14178
272,2019,4,Formosa,30.47,46711,0,46711,21567.0,8684.0,1760.0,14531.0,169.0,15,1127,191,24606,6319,6788,1766,5671,243
273,2019,4,Jujuy,45.38,88881,0,88881,32949.0,37604.0,873.0,814.0,16641.0,13,55,0,32920,9632,26764,102,5286,14122
274,2019,4,La Pampa,76.92,90280,119,90399,15457.0,56854.0,4942.0,11341.0,1805.0,7,293,313,76747,6900,1951,1287,1342,1566
275,2019,4,La Rioja,47.14,48999,3,49002,13738.0,34984.0,0.0,251.0,29.0,8,21,0,37846,5045,4763,22,1305,0
276,2019,4,Mendoza,33.65,185157,623,185780,96678.0,49711.0,24989.0,13672.0,730.0,8,746,9,145139,12955,15237,2165,2628,6901
277,2019,4,Misiones,39.79,135813,0,135813,53116.0,69676.0,847.0,441.0,11733.0,20,71,0,39664,20840,27305,15626,20799,11508
278,2019,4,Neuquén,59.36,116069,376,116445,29826.0,60970.0,10549.0,14246.0,854.0,26,218,1,57370,4439,7357,12059,35001,0
279,2019,4,Río Negro,55.71,126636,504,127140,49747.0,37933.0,9658.0,11437.0,18365.0,17,114,0,71847,2797,8558,6968,19837,17019
280,2019,4,Salta,50.35,172443,2,172445,63272.0,76062.0,21865.0,3040.0,8206.0,19,149,1,42159,67656,15369,14170,25821,7120
281,2019,4,San Juan,32.85,64715,259,64974,41360.0,6338.0,4931.0,7241.0,5104.0,6,48,1,60626,1594,1292,40,127,1246
282,2019,4,San Luis,74.92,108053,148,108201,8569.0,8027.0,6.0,55266.0,36333.0,21,105,0,11901,4164,525,55216,3,36287
283,2019,4,Santa Cruz,36.71,39170,200,39370,13264.0,15899.0,1036.0,6800.0,2371.0,5,67,0,32368,4346,2224,7,8,350
284,2019,4,Santa Fe,69.48,769019,150,769169,312072.0,382254.0,27464.0,26978.0,20401.0,21,698,0,230234,190664,113527,70998,135576,27472
285,2019,4,Santiago Del Estero,42.92,103587,1,103588,24682.0,71239.0,200.0,2810.0,4657.0,10,133,908,34911,56309,3756,105,2449,5017
286,2019,4,Tierra Del Fuego,79.7,40101,291,40392,13261.0,26821.0,0.0,0.0,310.0,7,11,0,23593,5050,1848,139,1962,7789
287,2019,4,Tucumán,47.65,198621,23,198644,146985.0,11012.0,39574.0,725.0,348.0,30,55,0,54544,52017,28916,6405,56707,0
288,2019,3,Buenos Aires,69.36,3950114,10119,3960233,1277249.0,2144956.0,425386.0,85572.0,27070.0,26,238920,44648,1432722,222812,260506,483572,1246209,42294
289,2019,3,Capital Federal,112.65,1437734,3477,1441211,300288.0,1080973.0,24900.0,3895.0,31155.0,39,104,368,269704,120924,138011,258591,655108,0
290,2019,3,Catamarca,30.88,32391,9,32400,24349.0,5543.0,13.0,244.0,2251.0,9,34,43,14449,9285,6333,72,15,2151
291,2019,3,Chaco,35.85,114438,13,114451,50416.0,49156.0,8063.0,5224.0,1592.0,20,69,1216,32764,28198,13336,12987,16740,6917
292,2019,3,Chubut,47.57,87481,1524,89005,37298.0,27090.0,1917.0,15149.0,7551.0,7,74,840,62680,13033,7171,1240,614,4500
293,2019,3,Córdoba,68.59,782946,107,783053,307780.0,399231.0,30064.0,37277.0,8701.0,23,83,5824,240151,106651,118486,146247,157546,7353
294,2019,3,Corrientes,38.49,112749,10,112759,53344.0,50230.0,1888.0,2458.0,4839.0,17,10,597,42231,29628,10348,10388,12674,4780
295,2019,3,Entre Ríos,57.9,238057,45,238102,94947.0,96305.0,12888.0,18530.0,15432.0,15,19,4446,99656,56161,17064,21216,22645,15107
296,2019,3,Formosa,30.11,46066,0,46066,21777.0,8359.0,1476.0,14292.0,162.0,13,1110,349,24943,6049,7117,2262,4443,100
297,2019,3,Jujuy,44.32,86575,1,86576,33110.0,35742.0,274.0,812.0,16638.0,12,27,885,31722,9240,26835,56,3671,16545
298,2019,3,La Pampa,77.45,90559,269,90828,19469.0,52941.0,4994.0,11462.0,1962.0,6,237,3289,75849,5922,1611,1359,941,1618
299,2019,3,La Rioja,47.94,49659,18,49677,14390.0,34984.0,11.0,251.0,41.0,8,9,10,38657,4786,4887,22,1307,0
300,2019,3,Mendoza,40.74,223015,1322,224337,148640.0,54312.0,6865.0,12975.0,1545.0,6,21,1269,206821,2958,10093,1263,349,0
301,2019,3,Misiones,39.33,133883,0,133883,54493.0,65872.0,829.0,419.0,12270.0,18,47,1928,43530,29375,11256,16107,16650,12206
302,2019,3,Neuquén,64.14,123435,1986,125421,43347.0,60484.0,5560.0,13512.0,2518.0,24,45,2258,62909,4586,9597,16923,28458,122
303,2019,3,Río Negro,63.42,143391,904,144295,67478.0,37425.0,9739.0,10806.0,18847.0,16,47,1234,87435,2348,9779,10176,15505,17719
304,2019,3,Salta,44.48,151834,1,151835,65799.0,74329.0,733.0,1580.0,9394.0,15,49,900,43160,62230,14309,11418,12357,7515
305,2019,3,San Juan,37.06,72535,563,73098,51670.0,7425.0,1227.0,7241.0,5535.0,6,22,171,68315,2245,1267,41,128,4779
306,2019,3,San Luis,85.23,122409,291,122700,13037.0,10561.0,350.0,62286.0,36466.0,20,57,100,18643,5113,467,62242,5,36075
307,2019,3,Santa Cruz,35.63,37642,328,37970,10663.0,17056.0,969.0,6544.0,2738.0,5,28,84,31612,4472,1203,27,4,0
308,2019,3,Santa Fe,68.87,760706,228,760934,319396.0,377171.0,18690.0,24269.0,21408.0,18,640,8184,242454,193286,107068,84325,97082,19537
309,2019,3,Santiago Del Estero,55.3,133130,2,133132,24556.0,71198.0,219.0,2759.0,34400.0,9,39,1832,35554,55172,3612,86,1836,34501
310,2019,3,Tierra Del Fuego,96.46,48043,544,48587,19790.0,26659.0,651.0,0.0,1487.0,7,6,14,32133,4692,1756,82,226,9648
311,2019,3,Tucumán,39.49,164099,32,164131,150918.0,12089.0,116.0,684.0,324.0,19,16,110,71043,47693,24354,843,20385,0
312,2019,2,Buenos Aires,67.85,3845594,10104,3855698,1284658.0,2079900.0,382971.0,75240.0,32929.0,22,199768,46852,1436259,217785,438663,502275,985767,43438
313,2019,2,Capital Federal,110.55,1412177,3443,1415620,309937.0,1061358.0,36082.0,3962.0,4281.0,30,74,1027,281370,124087,239691,296155,475991,0
314,2019,2,Catamarca,32.13,33626,9,33635,25682.0,5543.0,13.0,146.0,2251.0,9,34,43,16631,8670,6049,34,10,2151
315,2019,2,Chaco,34.14,108721,13,108734,50765.0,47448.0,4203.0,4727.0,1591.0,16,69,1383,38488,26431,16789,15348,9904,1492
316,2019,2,Chubut,46.99,86038,1518,87556,37313.0,26338.0,1917.0,14443.0,7545.0,6,66,3952,69032,10049,1495,74,165,4500
317,2019,2,Córdoba,68.07,775023,105,775128,314768.0,388254.0,23023.0,33847.0,15236.0,18,81,8165,248427,100512,157458,170159,76053,8938
318,2019,2,Corrientes,38.16,111539,10,111549,53835.0,47431.0,1701.0,2444.0,6138.0,14,10,3012,40424,27774,13114,11928,7119,6080
319,2019,2,Entre Ríos,57.48,235780,44,235824,97081.0,91081.0,12764.0,17369.0,17529.0,12,18,5905,100687,52316,23196,24221,10664,17206
320,2019,2,Formosa,30.42,46438,0,46438,21916.0,8686.0,1382.0,14292.0,162.0,11,1110,349,26512,5399,8384,2639,2258,100
321,2019,2,Jujuy,44.51,86706,1,86707,33022.0,30742.0,274.0,812.0,21857.0,12,27,940,26233,8441,26700,27,2600,21765
322,2019,2,La Pampa,77.08,89937,268,90205,19471.0,52101.0,4840.0,10789.0,3004.0,5,236,3289,75406,5191,1366,1445,629,2661
323,2019,2,La Rioja,48.7,50283,18,50301,15014.0,34984.0,11.0,251.0,41.0,8,9,11,39819,4297,4857,13,1298,0
324,2019,2,Mendoza,40.75,222535,1322,223857,148673.0,54027.0,6865.0,12748.0,1544.0,6,20,2522,205165,2971,10092,1256,234,0
325,2019,2,Misiones,39.15,132878,0,132878,55373.0,64272.0,543.0,421.0,12269.0,14,47,2226,45769,27385,15408,18882,8129,12206
326,2019,2,Neuquén,63.08,120954,1999,122953,43420.0,59021.0,4983.0,12792.0,2737.0,17,302,3038,61776,4688,17318,21210,14132,422
327,2019,2,Río Negro,61.09,137632,915,138547,67841.0,36527.0,4037.0,10485.0,19657.0,12,384,1354,86366,2201,10291,12407,6907,18519
328,2019,2,Salta,41.89,142567,1,142568,68827.0,62343.0,725.0,1210.0,9463.0,13,49,974,59638,36923,16961,14059,6461,7585
329,2019,2,San Juan,35.6,69461,564,70025,51680.0,7425.0,1174.0,2870.0,6876.0,6,22,213,60913,2177,785,7,4,6119
330,2019,2,San Luis,81.79,117094,291,117385,11130.0,10298.0,347.0,57242.0,38368.0,20,57,102,16575,4964,467,57236,5,37977
331,2019,2,Santa Cruz,28.85,30225,325,30550,10665.0,10257.0,379.0,6514.0,2735.0,6,25,84,24861,3806,1202,28,4,0
332,2019,2,Santa Fe,67.42,743258,226,743484,325420.0,355140.0,18236.0,21980.0,22708.0,15,321,8427,300124,125176,129741,100131,49865,22323
333,2019,2,Santiago Del Estero,52.79,126752,2,126754,24393.0,64783.0,219.0,2759.0,34600.0,7,39,1832,63268,21362,3741,108,1205,34501
334,2019,2,Tierra Del Fuego,94.8,46910,544,47454,19790.0,25527.0,651.0,0.0,1486.0,6,6,123,41824,4241,1573,96,32,0
335,2019,2,Tucumán,40.14,166299,32,166331,153121.0,12089.0,116.0,684.0,321.0,19,16,157,78891,44296,24291,628,18394,0
336,2019,1,Buenos Aires,66.24,3736563,10104,3746667,1304507.0,2020730.0,336362.0,64867.0,20201.0,20,162513,72296,1429964,202511,576428,576859,705769,6369
337,2019,1,Capital Federal,109.2,1396157,3443,1399600,328246.0,1030814.0,32281.0,3978.0,4281.0,25,74,7417,283787,131007,330122,365713,283463,0
338,2019,1,Catamarca,32.19,33613,9,33622,26912.0,4443.0,16.0,0.0,2251.0,8,34,1708,18761,6443,5606,29,7,2151
339,2019,1,Chaco,32.64,103664,13,103677,53409.0,43555.0,1951.0,3628.0,1134.0,13,69,3801,38719,25632,18965,12393,6368,1035
340,2019,1,Chubut,43.0,78260,1518,79778,37302.0,23065.0,1923.0,14443.0,3045.0,6,66,3938,71077,6571,787,74,165,0
341,2019,1,Córdoba,65.52,744010,105,744115,323272.0,363959.0,19902.0,24615.0,12367.0,16,81,20403,242769,96997,200681,127965,50716,6806
342,2019,1,Corrientes,35.13,102477,10,102487,55842.0,43444.0,1615.0,1528.0,58.0,12,10,6470,38402,26562,15498,9688,5029,0
343,2019,1,Entre Ríos,56.79,232403,44,232447,100999.0,90253.0,12723.0,16231.0,12241.0,11,18,9217,107013,50068,28957,18146,7619,12142
344,2019,1,Formosa,29.68,45211,0,45211,22570.0,7878.0,940.0,13761.0,62.0,10,1110,3023,23085,5301,9027,2099,1654,0
345,2019,1,Jujuy,46.41,90146,1,90147,33248.0,12484.0,153.0,640.0,43622.0,9,27,2817,30727,7811,4021,30,1141,37162
346,2019,1,La Pampa,76.35,88892,268,89160,18832.0,57373.0,2891.0,9023.0,1041.0,5,236,8327,70538,4466,1061,1354,405,698
347,2019,1,La Rioja,50.18,51638,18,51656,16367.0,34984.0,12.0,252.0,41.0,7,9,1169,40285,4088,5216,17,869,0
348,2019,1,Mendoza,37.66,204976,1322,206298,148524.0,40205.0,5662.0,10363.0,1544.0,6,20,1786,205383,2837,5702,111,140,0
349,2019,1,Misiones,36.26,122720,0,122720,54898.0,59214.0,465.0,426.0,7717.0,13,47,5946,45266,25890,19111,16552,5167,7654
350,2019,1,Neuquén,58.88,112321,2056,114377,40747.0,55634.0,3114.0,12510.0,2372.0,16,1328,3055,52360,1781,21452,17135,11026,6105
351,2019,1,Río Negro,53.57,120173,915,121088,68377.0,34124.0,3994.0,9736.0,4857.0,10,384,1583,84845,2037,13615,9567,5076,3719
352,2019,1,Salta,40.1,136019,1,136020,74426.0,57933.0,647.0,1135.0,1879.0,10,49,4232,59244,36473,22910,10861,2242,1
353,2019,1,San Juan,31.83,61881,564,62445,51660.0,5838.0,808.0,2932.0,1207.0,6,22,229,62380,266,520,3,2,560
354,2019,1,San Luis,67.34,96044,291,96335,11108.0,7784.0,378.0,53097.0,23968.0,9,57,120,21380,53214,345,6,2,23577
355,2019,1,Santa Cruz,23.67,24580,325,24905,10659.0,4615.0,382.0,6514.0,2735.0,6,25,128,21990,2731,702,26,4,0
356,2019,1,Santa Fe,66.97,736851,227,737078,340038.0,340344.0,15621.0,23215.0,17860.0,13,333,29350,296798,122959,153212,74575,36502,18591
357,2019,1,Santiago Del Estero,37.52,89851,2,89853,25337.0,61547.0,23.0,2847.0,99.0,6,39,3372,62895,20691,3959,85,494,0
358,2019,1,Tierra Del Fuego,93.38,45903,544,46447,19789.0,23549.0,1623.0,0.0,1486.0,6,6,131,38851,3623,641,80,29,0
359,2019,1,Tucumán,41.63,171970,32,172002,159215.0,11670.0,118.0,678.0,321.0,17,16,5188,82240,42877,26210,847,14839,0
360,2018,4,Buenos Aires,64.6,3626502,10104,3636606,1305576.0,1949637.0,296102.0,65477.0,19814.0,17,134673,73761,1422463,194426,577679,949093,265386,19125
