,Año,Trim,Prov,Accesx100hog,BandaAncha,BandaAngos,Total,ADSL,Cablemodem,FibraOpt,Wireless,Otros_Tec,MediaMbps,AR1_0.51Mbs,AR2_0.75Mbs,AR3_3.5Mbs,AR4_8Mbs,AR5_15Mbs,AR6_25Mbs,AR7_+30Mbs,Otros_Mbs
361,2018,4,Capital Federal,108.27,1385577,3443,1389020,328253.0,1019490.0,33042.0,3978.0,4257.0,23,74,7388,283281,143309,330496,437662,186810,0
362,2018,4,Catamarca,32.23,33574,9,33583,26912.0,4443.0,16.0,0.0,2212.0,8,34,1669,17955,6425,5461,29,7,2003
363,2018,4,Chaco,32.59,103257,13,103270,53409.0,43555.0,1940.0,3236.0,1130.0,13,69,3405,36437,25633,18965,12393,6368,0
364,2018,4,Chubut,42.61,77204,1518,78722,37215.0,23065.0,952.0,14443.0,3047.0,6,66,3917,66061,6215,531,623,165,1144
365,2018,4,Córdoba,65.09,737234,105,737339,328854.0,355716.0,17675.0,21851.0,13243.0,16,81,24102,228475,97277,201639,128053,48809,8903
366,2018,4,Corrientes,34.57,100591,10,100601,55842.0,42418.0,796.0,1515.0,30.0,12,10,6438,37376,26562,15498,9688,5029,0
367,2018,4,Entre Ríos,54.37,222003,44,222047,101168.0,86198.0,4853.0,15472.0,14356.0,11,18,8769,94780,50027,29002,18146,7612,13693
368,2018,4,Formosa,29.74,45204,0,45204,22619.0,7880.0,887.0,13761.0,57.0,10,1110,3074,22962,5285,9027,2092,1654,0
369,2018,4,Jujuy,46.53,90132,1,90133,33248.0,12484.0,153.0,640.0,43608.0,9,27,2803,30727,7811,4021,30,1141,43573
370,2018,4,La Pampa,73.49,85368,268,85636,18832.0,55337.0,2685.0,7772.0,1010.0,4,241,7727,70508,3661,978,1328,270,923
371,2018,4,La Rioja,50.35,51633,18,51651,16367.0,34984.0,12.0,252.0,36.0,7,9,1164,40285,4088,5216,17,869,3
372,2018,4,Mendoza,37.76,204982,1322,206304,148524.0,40205.0,5665.0,10363.0,1547.0,6,20,1463,197450,2494,4726,19,132,0
373,2018,4,Misiones,34.45,116273,0,116273,55500.0,53673.0,465.0,426.0,6209.0,12,47,5981,43267,26019,19226,16566,5167,0
374,2018,4,Neuquén,59.07,112309,2056,114365,40747.0,55634.0,3115.0,12425.0,2444.0,16,1328,3044,52313,1781,21452,17135,11025,6287
375,2018,4,Río Negro,51.86,115922,915,116837,68377.0,34292.0,1299.0,8037.0,4832.0,10,384,1225,83412,643,13440,9569,5070,3094
376,2018,4,Salta,39.8,134577,1,134578,74295.0,57539.0,638.0,253.0,1853.0,10,49,3659,58492,36365,22910,10861,2242,0
377,2018,4,San Juan,31.9,61834,564,62398,51660.0,5838.0,806.0,2883.0,1211.0,6,22,1465,59811,180,312,1,1,606
378,2018,4,San Luis,67.55,96040,291,96331,11108.0,7784.0,378.0,53097.0,23964.0,9,57,109,19164,53183,119,62,2,23635
379,2018,4,Santa Cruz,23.69,24443,325,24768,10659.0,4615.0,382.0,6378.0,2734.0,5,25,115,23107,779,206,1,4,531
380,2018,4,Santa Fe,65.59,720161,229,720390,335519.0,322782.0,14387.0,18705.0,28997.0,13,335,31397,276301,121009,152039,74432,36427,28450
381,2018,4,Santiago Del Estero,37.4,89333,2,89335,25339.0,61243.0,23.0,2649.0,81.0,6,39,3250,61347,20127,3686,77,483,326
382,2018,4,Tierra Del Fuego,93.59,45716,544,46260,19789.0,23349.0,1623.0,0.0,1499.0,7,6,27,29919,6323,9894,24,67,0
383,2018,4,Tucumán,41.76,171972,32,172004,159215.0,11670.0,119.0,686.0,314.0,17,16,5244,82089,42766,26111,847,14839,92
384,2018,3,Buenos Aires,64.44,3599714,10563,3610277,1435856.0,1929273.0,156382.0,62318.0,26448.0,17,991,80459,1445733,190805,636090,897964,237248,120464
385,2018,3,Capital Federal,108.45,1385804,6686,1392490,334353.0,1009252.0,35694.0,3872.0,9319.0,22,73,8493,287919,147253,370677,415020,165055,0
386,2018,3,Catamarca,32.92,34215,11,34226,27553.0,4443.0,15.0,1.0,2214.0,8,34,1994,18475,6358,5320,34,7,2151
387,2018,3,Chaco,32.28,102021,12,102033,53927.0,42359.0,1990.0,2628.0,1129.0,13,70,3503,38729,24916,20335,11085,5667,1035
388,2018,3,Chubut,56.39,101310,2426,103736,58887.0,23065.0,1239.0,13817.0,6728.0,6,67,3951,91096,6162,531,623,164,0
389,2018,3,Córdoba,64.24,725764,94,725858,337620.0,342401.0,15785.0,19213.0,10839.0,15,81,24767,224471,96372,221984,109333,39854,6490
390,2018,3,Corrientes,34.25,99445,11,99456,56444.0,41300.0,212.0,1468.0,32.0,11,11,6754,38364,24953,16601,8357,4419,0
391,2018,3,Entre Ríos,50.22,204560,48,204608,103318.0,83714.0,2403.0,15093.0,80.0,11,18,9048,96095,45651,31353,15111,6786,0
392,2018,3,Formosa,29.58,44865,0,44865,22777.0,7589.0,817.0,13625.0,57.0,9,1110,3365,22624,5259,9336,1729,1434,0
393,2018,3,Jujuy,23.26,44934,1,44935,33363.0,10856.0,32.0,641.0,43.0,8,345,3020,29048,7756,4066,39,623,0
394,2018,3,La Pampa,71.75,83180,244,83424,12415.0,54574.0,8437.0,7011.0,987.0,4,242,8417,68507,3153,920,1189,216,698
395,2018,3,La Rioja,50.73,51855,17,51872,16587.0,34984.0,13.0,253.0,35.0,6,9,1291,40647,4138,5425,20,339,0
396,2018,3,Mendoza,37.99,205545,1484,207029,151033.0,40205.0,5744.0,8195.0,1852.0,6,20,1525,199297,2476,4727,27,129,0
397,2018,3,Misiones,32.1,108042,0,108042,56290.0,50793.0,512.0,391.0,56.0,12,48,5749,39617,24747,21212,14674,4547,0
398,2018,3,Neuquén,60.49,114713,2005,116718,46602.0,54129.0,998.0,12277.0,2712.0,15,1396,2244,55822,1647,23785,15218,9718,6105
399,2018,3,Río Negro,50.54,112433,1059,113492,68590.0,33474.0,1252.0,5051.0,5125.0,10,409,5221,75929,512,14912,8470,4332,3719
400,2018,3,Salta,39.43,132882,1,132883,76600.0,53980.0,678.0,234.0,1391.0,9,116,3721,61795,32782,25582,9224,502,0
401,2018,3,San Juan,33.05,63823,658,64481,54025.0,5838.0,826.0,2744.0,1048.0,6,22,1326,62525,180,312,3,1,0
402,2018,3,San Luis,52.35,74121,300,74421,11096.0,7784.0,368.0,52859.0,2314.0,9,57,109,19170,52940,119,63,2,1902
403,2018,3,Santa Cruz,32.73,33565,434,33999,18606.0,4574.0,585.0,6238.0,3996.0,5,26,116,32815,778,206,1,3,0
404,2018,3,Santa Fe,63.41,694883,217,695100,339126.0,312866.0,11749.0,16337.0,15022.0,12,467,36786,269211,115907,162545,62479,31266,13911
405,2018,3,Santiago Del Estero,36.25,86358,2,86360,25805.0,58789.0,23.0,1662.0,81.0,6,41,2550,60260,19116,3806,64,265,0
406,2018,3,Tierra Del Fuego,92.77,45056,508,45564,19365.0,22649.0,1502.0,1.0,2047.0,6,6,187,41569,2270,231,24,13,0
407,2018,3,Tucumán,41.68,171135,31,171166,161209.0,9280.0,110.0,252.0,315.0,15,16,5993,81559,43282,27062,941,12187,0
408,2018,2,Buenos Aires,62.78,3490134,10565,3500699,1450203.0,1807868.0,143626.0,71256.0,27746.0,15,1009,81354,1459443,295457,816056,536049,199589,113357
409,2018,2,Capital Federal,106.53,1362498,6688,1369186,342431.0,977916.0,35610.0,3908.0,9321.0,19,73,9234,290291,219166,445345,264805,142253,0
410,2018,2,Catamarca,32.86,34078,11,34089,27444.0,4415.0,15.0,1.0,2214.0,8,34,2414,14624,6112,4347,36,6,6500
411,2018,2,Chaco,31.25,98509,12,98521,54134.0,40750.0,562.0,1946.0,1129.0,12,70,2968,34167,24282,21887,9251,4630,1035
412,2018,2,Chubut,54.9,98137,2427,100564,58935.0,19591.0,1239.0,14070.0,6729.0,5,67,4471,85598,5369,4,5,9,5010
413,2018,2,Córdoba,63.27,712979,94,713073,345141.0,327636.0,13832.0,16355.0,10109.0,14,81,21779,219630,102596,244291,78852,34950,8110
414,2018,2,Corrientes,33.81,97946,11,97957,56541.0,39715.0,201.0,1468.0,32.0,11,11,7047,38268,24066,17926,6780,3862,0
415,2018,2,Entre Ríos,49.2,199937,48,199985,104811.0,80376.0,2405.0,12313.0,80.0,10,18,8179,94459,44570,34281,12012,5920,0
416,2018,2,Formosa,29.43,44554,0,44554,23543.0,7311.0,18.0,13625.0,57.0,9,1110,3568,22409,5176,9727,1313,1243,0
417,2018,2,Jujuy,23.43,45132,1,45133,33571.0,10856.0,23.0,640.0,43.0,6,345,3320,29319,8083,3977,44,7,0
418,2018,2,La Pampa,71.04,82177,244,82421,12416.0,53587.0,8420.0,7011.0,987.0,4,244,8797,68083,2409,965,969,179,698
419,2018,2,La Rioja,50.98,51931,17,51948,16663.0,34984.0,13.0,253.0,35.0,6,9,1384,40679,4198,5640,20,15,0
420,2018,2,Mendoza,36.97,199468,1484,200952,152938.0,36872.0,3084.0,6206.0,1852.0,6,20,1658,164596,515,266,17,72,33788
421,2018,2,Misiones,31.63,106147,0,106147,57265.0,47923.0,512.0,391.0,56.0,12,48,6092,39489,23569,23747,11888,3866,0
422,2018,2,Neuquén,60.24,113842,2006,115848,46633.0,52855.0,998.0,12649.0,2713.0,13,1396,2408,56035,1314,26417,12442,8551,6105
423,2018,2,Río Negro,50.15,111176,1059,112235,68667.0,32795.0,1252.0,4396.0,5125.0,10,409,5298,75056,523,16480,6663,3725,3975
424,2018,2,Salta,39.94,134166,1,134167,78386.0,53478.0,678.0,234.0,1391.0,9,116,3990,61763,33285,28431,7239,182,0
425,2018,2,San Juan,32.95,63443,658,64101,54080.0,5068.0,826.0,3079.0,1048.0,6,22,1378,57591,11,0,3,0,5068
426,2018,2,San Luis,15.15,21168,300,21468,11104.0,7666.0,368.0,16.0,2314.0,6,57,101,11992,11,0,7,2,9284
427,2018,2,Santa Cruz,33.33,33970,435,34405,18615.0,4474.0,585.0,6734.0,3997.0,5,26,120,28600,655,100,1,3,4267
428,2018,2,Santa Fe,62.57,684243,309,684552,337934.0,304349.0,11354.0,15801.0,15114.0,12,744,34267,262603,112143,175540,50525,26512,22257
429,2018,2,Santiago Del Estero,35.26,83773,2,83775,26074.0,55935.0,23.0,1662.0,81.0,6,41,2717,41362,18721,3278,31,31,17589
430,2018,2,Tierra Del Fuego,91.61,44199,508,44707,19372.0,22756.0,531.0,1.0,2047.0,6,6,188,40912,2217,75,0,0,107
431,2018,2,Tucumán,41.51,169926,31,169957,160315.0,8965.0,110.0,252.0,315.0,14,16,6735,79899,44968,27059,1084,8784,1305
432,2018,1,Buenos Aires,62.63,3464882,10564,3475446,1452061.0,1793884.0,133928.0,64379.0,31194.0,14,1514,74766,1445752,292732,886678,480237,184203,105818
433,2018,1,Capital Federal,106.24,1359882,6688,1366570,349995.0,968483.0,35535.0,3164.0,9393.0,18,89,10039,292566,222737,487826,227953,127384,0
434,2018,1,Catamarca,32.79,33934,11,33945,27300.0,4415.0,15.0,1.0,2214.0,8,34,2896,14770,6145,3539,41,4,6500
435,2018,1,Chaco,30.83,96925,12,96937,54879.0,40157.0,383.0,388.0,1130.0,12,70,3261,32516,24488,23296,8219,3897,1035
436,2018,1,Chubut,53.72,95532,2427,97959,56375.0,19591.0,1194.0,14070.0,6729.0,5,67,4314,83161,5358,4,5,9,5010
437,2018,1,Córdoba,63.52,713825,101,713926,349342.0,326894.0,13178.0,13237.0,11275.0,13,281,23922,222815,104300,266259,57137,29228,10049
438,2018,1,Corrientes,32.66,94406,11,94417,56937.0,35225.0,888.0,1334.0,33.0,11,11,5005,37152,24038,19068,5890,3256,0
439,2018,1,Entre Ríos,48.68,197346,48,197394,106998.0,75751.0,3789.0,10776.0,80.0,10,18,8861,90080,45599,37401,9818,5071,0
440,2018,1,Formosa,21.4,32328,0,32328,23556.0,7095.0,17.0,1603.0,57.0,11,1110,3803,10092,5117,10061,1091,1046,0
441,2018,1,Jujuy,23.12,44405,1,44406,33856.0,10456.0,23.0,28.0,43.0,7,345,4807,27219,8044,3925,49,4,0
442,2018,1,La Pampa,71.75,82668,396,83064,10807.0,51389.0,8386.0,10556.0,1926.0,4,245,8119,67104,1616,1076,614,98,3503
443,2018,1,La Rioja,51.44,52228,17,52245,16960.0,34984.0,13.0,253.0,35.0,6,9,1485,40680,4217,5831,19,1,0
444,2018,1,Mendoza,37.07,199463,1484,200947,152931.0,36872.0,3086.0,6206.0,1852.0,6,20,1662,164599,501,266,19,72,33788
445,2018,1,Misiones,30.96,103580,0,103580,56311.0,46880.0,328.0,5.0,56.0,12,48,4700,35820,23291,26223,10241,3219,0
446,2018,1,Neuquén,61.52,115897,2006,117903,46714.0,55072.0,1000.0,12404.0,2713.0,12,1396,2367,59468,1311,29012,9709,7378,6105
447,2018,1,Río Negro,49.82,110057,1062,111119,68769.0,31712.0,1251.0,4259.0,5128.0,9,409,5333,74894,530,17997,4972,3129,3975
448,2018,1,Salta,39.78,133182,1,133183,79936.0,51534.0,118.0,204.0,1391.0,9,116,4459,60334,33088,30771,5145,88,0
449,2018,1,San Juan,32.61,62610,658,63268,54080.0,5068.0,826.0,2246.0,1048.0,6,22,1058,57078,11,0,3,0,5068
450,2018,1,San Luis,15.15,21096,300,21396,11104.0,7594.0,368.0,16.0,2314.0,6,57,101,11920,11,0,7,2,9284
451,2018,1,Santa Cruz,33.55,33970,435,34405,18615.0,4474.0,1799.0,6734.0,2783.0,5,26,120,28600,655,100,1,3,4267
452,2018,1,Santa Fe,62.28,679717,309,680026,341997.0,300421.0,10674.0,11636.0,15298.0,11,1359,33639,262008,108576,188900,39589,22801,23181
453,2018,1,Santiago Del Estero,34.99,82916,2,82918,26788.0,54594.0,23.0,1432.0,81.0,6,41,2910,41298,18914,3449,33,2,17589
454,2018,1,Tierra Del Fuego,65.2,31106,508,31614,19372.0,9663.0,531.0,1.0,2047.0,6,6,307,33987,2,0,0,0,107
455,2018,1,Tucumán,41.18,168026,31,168057,158611.0,8921.0,107.0,368.0,50.0,9,16,7472,78811,45675,26405,1218,7082,1305
456,2017,4,Buenos Aires,57.61,3171206,10690,3181896,1241172.0,1718013.0,131181.0,60082.0,31448.0,13,3865,55046,1551194,264645,712513,335140,151747,114182
457,2017,4,Capital Federal,122.9,1575418,6906,1582324,571363.0,961688.0,36277.0,3119.0,9877.0,15,314,31411,517018,284040,458120,178396,114939,0
458,2017,4,Catamarca,28.62,29548,10,29558,27083.0,263.0,11.0,1.0,2200.0,8,34,3182,15315,5904,2927,43,2,2151
459,2017,4,Chaco,30.81,96603,12,96615,55035.0,39690.0,389.0,380.0,1121.0,12,70,3432,37144,24088,20123,7290,3289,1035
460,2017,4,Chubut,51.46,91012,2428,93440,56378.0,15097.0,1187.0,14070.0,6708.0,5,67,4313,83676,5355,7,5,9,0
461,2017,4,Córdoba,63.33,709874,105,709979,349710.0,324709.0,12778.0,12043.0,10739.0,12,291,25411,280837,102892,217602,40898,24251,8429
462,2017,4,Corrientes,32.52,93760,11,93771,56786.0,34722.0,894.0,1334.0,35.0,10,11,5220,41080,23686,16046,5053,2675,0
463,2017,4,Entre Ríos,47.89,193654,49,193703,107764.0,73692.0,1894.0,10267.0,86.0,9,1685,9078,95466,45189,30010,7958,4113,0
464,2017,4,Formosa,21.27,32056,0,32056,23410.0,6973.0,19.0,1603.0,51.0,10,1110,4061,13220,4867,6996,977,824,0
465,2017,4,Jujuy,22.74,43551,1,43552,33844.0,9626.0,20.0,28.0,34.0,7,345,5364,26566,7721,3507,44,3,0
466,2017,4,La Pampa,71.05,81675,396,82071,10808.0,50495.0,8272.0,10569.0,1927.0,4,310,8729,66053,1227,792,391,81,3503
467,2017,4,La Rioja,51.57,52177,17,52194,16912.0,34984.0,14.0,253.0,31.0,6,9,1488,40777,4083,5813,22,3,0
468,2017,4,Mendoza,33.33,178661,1490,180151,152896.0,16114.0,3015.0,6206.0,1920.0,6,26,1656,177646,438,278,29,81,0
469,2017,4,Misiones,31.14,103895,0,103895,56271.0,47470.0,95.0,5.0,54.0,11,1053,3900,41723,23131,22262,9091,2735,0
470,2017,4,Neuquén,61.24,114965,2006,116971,46739.0,54119.0,1017.0,12404.0,2692.0,11,1396,2372,68036,1325,22781,7528,6300,6105
471,2017,4,Río Negro,49.38,108702,1062,109764,68690.0,30451.0,1250.0,4259.0,5114.0,8,409,5598,81078,485,12502,3447,2440,3719
472,2017,4,Salta,39.8,132811,1,132812,80705.0,50446.0,127.0,158.0,1376.0,8,636,4275,73284,32842,18968,3559,84,0
473,2017,4,San Juan,30.3,57965,659,58624,54079.0,451.0,812.0,2246.0,1036.0,6,22,1062,57525,9,0,2,2,0
474,2017,4,San Luis,10.59,14604,300,14904,11104.0,1119.0,335.0,17.0,2329.0,6,59,101,12822,8,0,1,7,1902
475,2017,4,Santa Cruz,28.91,29018,434,29452,18614.0,1668.0,582.0,4638.0,3950.0,5,68,78,29073,655,100,1,3,0
476,2017,4,Santa Fe,61.71,672137,323,672460,341680.0,293831.0,10602.0,10965.0,15382.0,10,3109,34132,309998,108939,151329,30736,19602,14119
477,2017,4,Santiago Del Estero,29.13,68842,2,68844,27313.0,40407.0,19.0,1025.0,80.0,6,41,3091,43544,18773,3359,32,2,0
478,2017,4,Tierra Del Fuego,59.89,28346,508,28854,19372.0,6906.0,530.0,1.0,2045.0,5,6,310,31334,2,0,0,0,0
479,2017,4,Tucumán,39.9,162298,34,162332,156583.0,5223.0,105.0,102.0,319.0,9,105,8164,78750,45241,24318,1303,4367,0
480,2017,3,Buenos Aires,55.63,3046758,11202,3057960,1288025.0,1571180.0,124920.0,35058.0,38777.0,8,6577,51411,1733479,311652,676137,140812,108400,0
481,2017,3,Capital Federal,121.86,1563289,7070,1570359,583249.0,941092.0,33481.0,2814.0,9723.0,11,283,33924,590689,311411,426300,120675,91917,0
482,2017,3,Catamarca,32.49,33467,11,33478,26873.0,4411.0,12.0,1.0,2181.0,5,52,3204,15383,5758,2563,50,1,0
483,2017,3,Chaco,29.98,93747,12,93759,54888.0,37307.0,456.0,36.0,1072.0,8,95,3496,40059,23008,20307,3827,2004,0
484,2017,3,Chubut,46.22,81067,2477,83544,56359.0,5645.0,1217.0,13503.0,6820.0,3,436,3989,71843,2336,3,0,0,0
485,2017,3,Córdoba,62.31,696536,108,696644,344580.0,319360.0,10579.0,7137.0,14988.0,9,327,26154,309161,100113,189302,38131,16741,0
486,2017,3,Corrientes,32.17,92536,12,92548,56247.0,33993.0,947.0,1334.0,27.0,7,24,5629,44305,22785,15576,2635,1607,0
487,2017,3,Entre Ríos,45.96,185414,50,185464,107774.0,69596.0,1786.0,6245.0,63.0,7,1691,7545,98032,42947,29011,3878,2397,0
488,2017,3,Formosa,21.35,32105,0,32105,22647.0,6816.0,428.0,2202.0,12.0,7,1063,3716,13752,5187,6056,899,459,0
489,2017,3,Jujuy,22.65,43241,1,43242,33796.0,9395.0,20.0,23.0,8.0,5,337,5723,26835,7369,2962,41,2,0
490,2017,3,La Pampa,69.14,79280,410,79690,11378.0,49679.0,5153.0,11536.0,1944.0,3,343,8244,64794,855,588,327,51,0
491,2017,3,La Rioja,51.47,51896,17,51913,16638.0,34984.0,14.0,252.0,25.0,5,16,1497,40882,3899,5604,23,3,0
492,2017,3,Mendoza,35.7,190958,1533,192491,154036.0,33788.0,2772.0,29.0,1866.0,4,32,95,158461,115,67,29,19,0
493,2017,3,Misiones,30.21,100476,0,100476,56472.0,43880.0,110.0,5.0,9.0,8,1058,4123,42900,22808,23913,3843,1881,0
494,2017,3,Neuquén,60.83,113755,2029,115784,48001.0,52468.0,1044.0,11576.0,2695.0,8,2036,1457,72532,1034,20213,7067,4937,0
495,2017,3,Río Negro,48.52,106393,1103,107496,69301.0,30018.0,1106.0,3054.0,4017.0,5,422,5641,83900,306,10116,2965,1659,0
496,2017,3,Salta,39.84,132517,1,132518,80782.0,50284.0,127.0,158.0,1167.0,6,645,4494,78830,32433,14620,2315,63,0
497,2017,3,San Juan,32.37,61789,660,62449,54499.0,5068.0,816.0,1053.0,1013.0,3,31,1077,57582,1,0,2,2,0
498,2017,3,San Luis,15.48,21408,311,21719,11407.0,7576.0,347.0,26.0,2363.0,4,63,3,12325,7,0,1,7,0
499,2017,3,Santa Cruz,33.29,33222,468,33690,19220.0,5487.0,1544.0,4552.0,2887.0,4,188,23,29102,542,66,33,1,0
500,2017,3,Santa Fe,60.91,662086,256,662342,322953.0,290655.0,6338.0,4897.0,37499.0,8,3116,34019,320017,104453,125339,24536,12982,0
501,2017,3,Santiago Del Estero,35.12,82792,2,82794,27733.0,54096.0,19.0,911.0,35.0,5,69,3288,40435,18489,3047,30,2,0
502,2017,3,Tierra Del Fuego,65.74,30883,583,31466,21587.0,7012.0,622.0,1.0,2244.0,3,9,297,33858,0,0,0,0,0
503,2017,3,Tucumán,39.7,160979,33,161012,154130.0,6431.0,106.0,40.0,305.0,6,109,8948,83070,45302,20514,1361,655,0
504,2017,2,Buenos Aires,56.27,3067430,11201,3078631,1378549.0,1535037.0,119132.0,21555.0,24358.0,7,7548,47472,1910156,299009,573298,93059,46178,0
505,2017,2,Capital Federal,124.06,1592175,8016,1600191,615262.0,932466.0,38628.0,2819.0,11016.0,9,556,35663,726223,304970,378571,80234,37977,0
506,2017,2,Catamarca,25.98,26692,13,26705,26401.0,255.0,14.0,1.0,34.0,5,15,3318,15655,5325,2342,47,1,0
507,2017,2,Chaco,29.05,90597,14,90611,54449.0,35613.0,458.0,52.0,39.0,8,191,3733,42590,22349,18044,3157,545,0
508,2017,2,Chubut,35.55,62245,1730,63975,43994.0,1067.0,916.0,13194.0,4804.0,3,403,4186,73760,1880,0,0,0,0
509,2017,2,Córdoba,58.97,657505,133,657638,341748.0,303488.0,4451.0,6446.0,1505.0,7,251,26862,370865,88479,146683,20351,5069,0
510,2017,2,Corrientes,31.39,90085,12,90097,55262.0,33192.0,258.0,1354.0,31.0,7,15,5912,46483,21776,13043,2218,647,0
511,2017,2,Entre Ríos,45.39,182675,57,182732,108309.0,67650.0,254.0,6448.0,71.0,6,1680,7944,104422,41800,23524,2604,823,0
512,2017,2,Formosa,19.97,29956,0,29956,22493.0,6410.0,17.0,1023.0,13.0,6,1486,3419,14787,4795,4583,749,139,0
513,2017,2,Jujuy,22.4,42656,1,42657,33742.0,8858.0,22.0,0.0,35.0,5,311,5877,26915,6974,2538,42,1,0
514,2017,2,La Pampa,63.49,72573,449,73022,12754.0,48310.0,5194.0,6253.0,511.0,3,356,8633,59045,558,336,244,21,0
515,2017,2,La Rioja,16.2,16271,18,16289,16244.0,0.0,15.0,2.0,28.0,6,9,1554,9304,3599,1796,24,2,0
516,2017,2,Mendoza,31.76,169302,1451,170753,153331.0,13030.0,2581.0,27.0,1784.0,4,109,24,177203,92,50,5,22,0
517,2017,2,Misiones,30.09,99794,0,99794,56752.0,42925.0,103.0,5.0,9.0,8,1011,4447,47244,22033,21599,2892,570,0
518,2017,2,Neuquén,61.91,115321,2112,117433,51794.0,50283.0,1133.0,11545.0,2678.0,7,1542,1395,81272,849,18051,4774,1703,0
519,2017,2,Río Negro,46.02,100621,998,101619,67038.0,29147.0,961.0,3213.0,1260.0,5,973,5606,88085,245,7990,1921,559,0
520,2017,2,Salta,32.74,108540,1,108541,80184.0,27280.0,115.0,158.0,804.0,6,594,4719,67576,23185,11333,1068,76,0
521,2017,2,San Juan,26.96,51261,620,51881,48670.0,451.0,772.0,1073.0,915.0,3,15,193,58588,0,0,0,4,0
522,2017,2,San Luis,9.51,12992,315,13307,11432.0,1120.0,354.0,26.0,375.0,4,8,4,14014,0,0,1,2,0
523,2017,2,Santa Cruz,26.25,26019,369,26388,15311.0,2722.0,1365.0,4735.0,2255.0,4,188,24,30913,541,66,33,0,0
524,2017,2,Santa Fe,52.27,566918,362,567280,329813.0,228102.0,3234.0,4958.0,1173.0,7,4967,38721,311830,92854,97563,16794,4275,0
525,2017,2,Santiago Del Estero,14.12,33194,2,33196,28337.0,3900.0,19.0,911.0,29.0,5,26,3539,20384,6432,2802,16,0,0
526,2017,2,Tierra Del Fuego,68.46,31938,619,32557,22636.0,6905.0,665.0,1.0,2350.0,3,16,285,35409,0,0,0,0,0
527,2017,2,Tucumán,38.19,154374,37,154411,149013.0,5223.0,116.0,14.0,45.0,6,96,9236,83342,42536,17788,1371,21,0
528,2017,1,Buenos Aires,58.57,3178174,11202,3189376,1559178.0,1465817.0,118839.0,21200.0,24342.0,7,6017,83918,2057698,402315,523540,90937,22299,0
529,2017,1,Capital Federal,108.37,1391030,8016,1399046,428801.0,918328.0,38259.0,2730.0,10928.0,8,510,1409,678922,218487,277195,66536,19881,0
530,2017,1,Catamarca,25.66,26304,13,26317,26020.0,248.0,14.0,1.0,34.0,5,15,3328,15861,4901,2161,49,0,0
531,2017,1,Chaco,28.62,89036,14,89050,54430.0,34277.0,252.0,52.0,39.0,7,191,3835,44544,21467,15671,3025,314,0
532,2017,1,Chubut,35.66,62166,1730,63896,43994.0,999.0,916.0,13194.0,4793.0,3,401,4182,73759,1808,0,0,0,0
533,2017,1,Córdoba,57.65,641066,133,641199,335673.0,293479.0,4871.0,5782.0,1394.0,7,50,28732,391556,82011,118643,19035,2071,0
534,2017,1,Corrientes,30.94,88596,12,88608,54993.0,31994.0,236.0,1354.0,31.0,6,15,6040,48149,20586,11468,2044,303,0
535,2017,1,Entre Ríos,44.91,180296,57,180353,108509.0,65095.0,230.0,6448.0,71.0,6,1680,8080,108379,39146,20562,2254,317,0
536,2017,1,Formosa,19.84,29705,0,29705,22438.0,6215.0,16.0,1023.0,13.0,6,1535,3538,15473,4446,4058,635,22,0
537,2017,1,Jujuy,22.76,43202,1,43203,33869.0,9278.0,22.0,0.0,34.0,4,330,6213,27824,6486,2306,44,0,0
538,2017,1,La Pampa,62.67,71458,455,71913,12754.0,47195.0,5194.0,6253.0,517.0,3,362,9279,57739,331,192,165,11,0
539,2017,1,La Rioja,16.2,16207,18,16225,16180.0,0.0,15.0,2.0,28.0,5,9,1578,9486,3409,1718,22,2,0
540,2017,1,Mendoza,31.84,169282,1451,170733,153326.0,13030.0,2581.0,27.0,1769.0,4,106,15,177201,86,50,5,22,0
541,2017,1,Misiones,29.52,97619,0,97619,57363.0,40142.0,101.0,5.0,8.0,7,1010,4665,45950,23847,19356,2627,166,0
542,2017,1,Neuquén,61.02,113227,2112,115339,51771.0,48109.0,1124.0,11665.0,2670.0,6,1547,1418,83813,902,15130,4223,458,0
543,2017,1,Río Negro,46.03,100288,1000,101288,67075.0,28785.0,954.0,3213.0,1261.0,4,986,5647,89622,246,6738,1594,200,0
544,2017,1,Salta,32.58,107632,1,107633,79837.0,26845.0,114.0,158.0,679.0,5,579,4861,70922,21554,9386,267,74,0
545,2017,1,San Juan,27.04,51253,620,51873,48670.0,451.0,772.0,1073.0,907.0,3,8,192,58588,0,0,0,4,0
546,2017,1,San Luis,9.55,12992,315,13307,11432.0,1120.0,354.0,26.0,375.0,4,8,4,14014,0,0,1,2,0
547,2017,1,Santa Cruz,26.52,26116,370,26486,15502.0,2722.0,1272.0,4733.0,2257.0,4,190,23,31078,474,68,30,0,0
548,2017,1,Santa Fe,51.97,562520,362,562882,327458.0,226094.0,3210.0,4948.0,1172.0,6,4966,39463,340418,77152,83008,15775,1831,0
549,2017,1,Santiago Del Estero,14.7,34473,2,34475,29616.0,3900.0,19.0,911.0,29.0,5,26,3772,21659,6218,2786,17,0,0
550,2017,1,Tierra Del Fuego,68.92,31938,619,32557,22636.0,6905.0,665.0,1.0,2350.0,3,16,285,35409,0,0,0,0,0
551,2017,1,Tucumán,37.9,152734,37,152771,147373.0,5223.0,116.0,14.0,45.0,6,96,9682,86470,39155,15951,1383,13,0
